No;UPT;Jenis Stasiun Monitor;Tanggal;Waktu;Band;Pita Frekuensi;Frekuensi;Dinas;Sub Service;Kelas Emisi;Kelas Stasiun;Azimuth;Level;Identifikasi;Legalitas;Keterangan;Provinsi;Kab/Kota;Kecamatan;Kel/Desa;Lat;Long;No SPT;Tgl Input;Catatan
2738;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);419.075;Land Mobile (private);Trunking;;;;42;noise;NOISE;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2739;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);409.75;Land Mobile (private);Standard;G7F;;;41;LOMBOK CAHAYA BANGUNAN PERKASA, PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2740;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);409.7;Land Mobile (private);Standard;G7F;;;22;CV. LIGHTHOUSE INFORMATIKA SOLUSINDO;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2741;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);408.875;Land Mobile (private);Standard;;;;20;AL HUNAFA' LOMBOK, YAYASAN;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2742;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);407.275;Land Mobile (private);Standard;;;;27;KKV GROUP INDONESIA, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2743;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);407.175;Land Mobile (private);Standard;;;;25;BANUA UTAMA RAYA;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2744;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);407.125;Land Mobile (private);Standard;;;;21;PP PROPERTI TBK. (PRIME PARK HOTEL BANDUNG), PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2745;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);407;Land Mobile (private);Standard;G7F;;;27;YAOYA BERKAT SEJATI, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2746;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);406.95;Land Mobile (private);Standard;G7F;;;38;YAYASAN PENDIDIKAN EKSEKUTIP KOMPUTER;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2747;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);406.8;Land Mobile (private);Standard;;;;23;DAYA INDAH YASA, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2748;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);406.65;Land Mobile (private);Standard;G7F;;;31;CV. HARAPAN KITA;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2749;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);406.525;Land Mobile (private);Standard;G7F;;;23;PENGADILAN TINGGI NUSA TENGGARA BARAT;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2750;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);393.275;Land Mobile (private);Trunking;;;;49;unkn;BELUM DIKETAHUI;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2751;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);393.1;Land Mobile (private);Standard;G7W;ML;;81;unkn;BELUM DIKETAHUI;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2752;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);363.5;Land Mobile (private);Standard;;;;22;INDONESIA POWER KANTOR PUSAT, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2753;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);356.15;Land Mobile (private);Standard;G7F;;;67;PLN (PERSERO), PT.;BERIZIN;Telsus;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2754;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);355.6;Land Mobile (private);Standard;G7F;;;50;PLN (PERSERO), PT.;BERIZIN;Telsus;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2755;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);355.25;Land Mobile (private);Standard;G7F;;;42;PLN (PERSERO), PT.;BERIZIN;Telsus;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2756;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);354.925;Land Mobile (private);Standard;G7F;;;17;TRANS RETAIL INDONESIA, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2757;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);353.6;Land Mobile (private);Standard;G7F;;;27;LOTTE SHOPPING INDONESIA, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2758;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);352.125;Land Mobile (private);Standard;G7F;;;28;METRO LOMBOK ASRI, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2759;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);351.975;Land Mobile (private);Standard;G7F;FX;;72;PLN (PERSERO), PT.;BERIZIN;Telsus;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2760;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);351.825;Land Mobile (private);Standard;G7F;FX;;18;PLN (PERSERO), PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2761;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);351.7;Land Mobile (private);Standard;G7F;FX;;30;PLN (PERSERO), PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2762;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);351.15;Land Mobile (private);Standard;G7F;FX;;66;PLN (PERSERO), PT.;BERIZIN;Telsus;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2763;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);350.6;Land Mobile (private);Standard;G7F;FX;;51;PLN (PERSERO), PT.;BERIZIN;Telsus;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2764;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);348.075;Land Mobile (private);Standard;G7F;FX;;17;LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2765;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);324.15;Land Mobile (private);Standard;;;;58;LEMBAGA PENYIARAN PUBLIK RADIO REPUBLIK INDONESIA;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2766;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;UHF;5. Tetap, Bergerak , Marabahaya (300 – 430 MHz);300.2;Broadcast;FM;;;;56;unkn;BELUM DIKETAHUI;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2767;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;4. DRM, DAB (174 – 230 MHz);198.55;Broadcast;DAB;;;;33;noise floor;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2768;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);160.575;Land Mobile (private);Standard;G7F;;;32;SD ISLAM TERPADU ANAK SHOLEH 2 MATARAM;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2769;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);156.7;Maritime Mobile;Coast Station;F3E;MS;;46;MARITIM CH 14;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2770;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);170.95;Land Mobile (private);Standard;;;;47;komunikasi Bali;CLEAR;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2771;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);169.525;Land Mobile (private);Standard;G7F;;;93;BADAN PENANGGULANGAN BENCANA DAERAH PROV NTB;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2772;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);166.85;Land Mobile (private);Standard;;;;73;BANK INDONESIA;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2773;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);166.775;Land Mobile (private);Standard;G7F;;;42;SURYA INDAH CAKRAWALA, PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2774;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);165.275;Land Mobile (private);Standard;G7F;;;34;RSUD KOTA MATARAM;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2775;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);164.75;Land Mobile (private);Standard;G7F;;;34;BAHAGIA BANGUNNUSA, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2776;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);162.95;Land Mobile (private);Standard;G7F;FX;;33;DIREKTORAT JENDERAL SUMBER DAYA DAN PERANGKAT POS DAN INFORMATIKA;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2777;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);162.7;Land Mobile (private);Standard;G7F;;;33;PRATHITA TITIANNUSANTARA, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2778;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);162.15;Land Mobile (private);Standard;;;;34;TRISAKTI LAUTAN MAS (CAB. LEMBAR NTB), PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2779;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);162.025;Maritime;Coast Station;F2D;FC;;53;AIS;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2780;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);161.975;Maritime;Coast Station;F2D;FC;;43;AIS;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2781;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);161.55;Maritime;Coast Station;;;;33;PERTAMINA TRANS KONTINENTAL, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2782;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);159.85;Land Mobile (private);Standard;G7F;FX;;72;PLN (PERSERO), PT.;BERIZIN;Telsus;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2783;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);159.15;Land Mobile (private);Standard;;;;34;BADAN METEOROLOGI, KLIMATOLOGI DAN GEOFISIKA;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2784;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);158.65;Land Mobile (private);Standard;F3E;ML;;50;BADAN NASIONAL PENCARIAN DAN PERTOLONGAN (BASARNAS);BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2785;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);158.075;Land Mobile (private);Standard;F3E;ML;;37;CV. BUANA TEKNIK;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2786;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);157.85;Land Mobile (private);Standard;G7F;;;46;SURYA CEMERLANG SEJAHTERA, PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2787;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);157.075;Maritime Mobile;Coast Station;F3E;FC;;33;Marine CH 81;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2788;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);156.825;Maritime Mobile;Vessel Station;F3E;MS;;49;Marine CH 76;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2789;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);156.775;Maritime Mobile;Vessel Station;F3E;MS;;48;Marine CH 75;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2790;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);156.625;Land Mobile (private);Standard;F3E;FC;;35;MARINE Ch. 72;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2791;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);156.025;Maritime;Coast Station;A3E;MO;;35;Kanal 60 Marine;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2792;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);155.35;Land Mobile (private);Standard;G7F;;;32;PERMATA HATI MATARAM, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2793;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);155.05;Land Mobile (private);Standard;G7F;;;37;CV. SINTA SURYA MAKMUR;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2794;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);154.35;Land Mobile (private);Standard;;;;33;HOTEL JUWARA WARGA, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
