No;UPT;Jenis Stasiun Monitor;Tanggal;Waktu;Band;Pita Frekuensi;Frekuensi;Dinas;Sub Service;Kelas Emisi;Kelas Stasiun;Azimuth;Level;Identifikasi;Legalitas;Keterangan;Provinsi;Kab/Kota;Kecamatan;Kel/Desa;Lat;Long;No SPT;Tgl Input;Catatan
2795;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);154.15;Land Mobile (private);Standard;;;;35;BADAN METEOROLOGI, KLIMATOLOGI DAN GEOFISIKA;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2796;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);153.475;Land Mobile (private);Standard;;;;32;RUMAH SAKIT JIWA MUTIARA SUKMA;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2797;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);152.9;Land Mobile (private);Standard;G7F;;;33;SURYA CEMERLANG SEJAHTERA, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2798;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);152.025;Land Mobile (private);Standard;;;;32;CV. MATARAM CITRA NUSA;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2799;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);151.725;Land Mobile (private);Standard;G7F;;;33;RISA, PT./RS. RISA SENTRA MEDIKA, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2800;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);151.35;Land Mobile (private);Standard;G7F;;;32;GARDA LINTAS SARANA, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2801;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);150.95;Land Mobile (private);Standard;;;;35;GRHA ULTIMA MEDIKA, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2802;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);150.875;Land Mobile (private);Standard;G7F;;;34;GOLDEN PALM SURYATAMA (GOLDEN PALACE HOTEL LOMBOK), PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2803;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);150.6;Land Mobile (private);Standard;G7F;;;33;MITRA GRANDE SUKSES, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2804;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);150.1;Land Mobile (private);Standard;G7F;;;35;TRIMITRA SAMUDRA, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2805;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);147.7625;Amateur Radio;AR Standard;G7W;AT;;47;Komunikasi Amatir ;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2806;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);147.2;Amateur Radio;AR Standard;F3E;AT;;50;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2807;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);146.9875;Amateur Radio;AR Standard;F3E;AT;;65;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2808;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);146.8;Amateur Radio;AR Standard;F3E;AT;;48;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2809;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);146.725;Amateur Radio;AR Standard;F3E;AT;;76;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2810;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);145.3;Amateur Radio;AR Standard;F3E;AT;;88;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2811;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);144.125;Amateur Radio;AR Standard;F3E;AT;;37;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2812;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);143.4;Amateur Radio;AR Standard;F3E;AT;;49;RAPI;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2813;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);143.1;Amateur Radio;AR Standard;F3E;AT;;57;Komunikasi RAPI;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2814;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);142.4375;Amateur Radio;AR Standard;F3E;AT;;65;Komunikasi RAPI;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2815;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);165.85;Land Mobile (private);Standard;G7F;;;55;DIREKTORAT JENDERAL SUMBER DAYA DAN PERANGKAT POS DAN INFORMATIKA;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2816;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);162.725;Land Mobile (private);Standard;;;;52;DINAS PERHUBUNGAN KOTA MATARAM;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2817;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);161.225;Land Mobile (private);Standard;G7F;FX;;33;INDONESIA POWER KANTOR PUSAT, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2818;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);156.65;Maritime Mobile;Vessel Station;F3E;MS;;35;Marine CH 13;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2819;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);160.35;Land Mobile (private);Standard;G7F;;;32;CIPTA PERISAI MANDIRI, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2820;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);156.95;Maritime;Coast Station;;;;35;PERTAMINA TRANS KONTINENTAL, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2821;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);152.2;Land Mobile (private);Standard;G7F;;;33;PUTERA MASTER SARANA PENYEBERANGAN, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2822;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);151.825;Land Mobile (private);Standard;G7F;;;32;MATARAM ANDALAS SEMESTA;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2823;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);152.475;Land Mobile (private);Standard;G7F;;;32;SRIWIJAYA PROPINDO UTAMA, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2824;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);167.25;Land Mobile (private);Standard;G7F;FX;;32;DHARMA LAUTAN UTAMA, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2825;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);167.2;Land Mobile (private);Standard;G7F;;;33;BADAN PUSAT STATISTIK PROVINSI NUSA TENGGARA BARAT;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2826;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);165.45;Land Mobile (private);Standard;G7F;FX;;32;DIREKTORAT JENDERAL SUMBER DAYA DAN PERANGKAT POS DAN INFORMATIKA;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2827;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);163.575;Land Mobile (private);Standard;G7F;;;34;DIREKTORAT JENDERAL SUMBER DAYA DAN PERANGKAT POS DAN INFORMATIKA;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2828;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);163.5;Land Mobile (private);Standard;;;;34;BADAN NASIONAL PENCARIAN DAN PERTOLONGAN (BASARNAS);OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2829;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);157.525;Land Mobile (private);Standard;G7F;;;67;SRIWIJAYA PROPINDO UTAMA, PT.;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2830;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);145.55;Amateur Radio;AR Standard;F3E;AT;;89;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2831;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);168.6;Land Mobile (private);Standard;G7F;ML;;66;BADAN NASIONAL PENCARIAN DAN PERTOLONGAN (BASARNAS);BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2832;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);162.775;Land Mobile (private);Standard;G7F;;;35;BALAI WILAYAH SUNGAI NUSA TENGGARA 1;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2833;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);160.275;Land Mobile (private);Standard;G7F;;;61;RSUD KOTA MATARAM;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2834;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);147.9875;Amateur Radio;AR Standard;F3E;ML;;50;Komunikasi Amatir;BERIZIN;;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2835;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);150.5;Land Mobile (private);Standard;G7F;;;33;CV. MATRIX COMPUTER;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2836;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);159.925;Land Mobile (private);Standard;G7F;;;33;BADAN PEMERIKSA KEUANGAN RI PERWAKILAN PROVINSI NTB;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2837;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);159.225;Land Mobile (private);Standard;G7F;;;32;BADAN NASIONAL PENCARIAN DAN PERTOLONGAN (BASARNAS);OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2838;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);159.2;Land Mobile (private);Standard;G7F;;;32;DIREKTORAT JENDERAL SUMBER DAYA DAN PERANGKAT POS DAN INFORMATIKA;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2839;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);156.55;Maritime Mobile;Vessel Station;F3E;MS;;33;Marine CH 11;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2840;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);156.475;Maritime Mobile;Vessel Station;F3E;MS;;34;Marine CH 69;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2841;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);156.45;Maritime;Coast Station;;;;34;PERTAMINA TRANS KONTINENTAL, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2842;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);156.4;Maritime Mobile;Vessel Station;F3E;MS;;34;Marine CH 8;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2843;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);153.125;Land Mobile (private);Standard;;;;33;BINTANG GRANA DARMA, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2844;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);150.375;Land Mobile (private);Standard;G7F;;;32;CV. MULTI KARYA;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2845;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);150.325;Land Mobile (private);Standard;G7F;;;34;BALIFOAM NUSAMEGAH, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2846;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);150.3;Land Mobile (private);Standard;;;;34;MULTI BANGUN GALAXY, PT.;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2847;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);173.5;Land Mobile (private);Standard;G7F;FX;;26;PERTAMINA, PT. (PERSERO);OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
2848;Balai Monitor Kelas II Mataram;Transportable;2025-05-09;12:05:03;VHF;3. Komrad VHF, Instansi Pemerintah atau Badan Usaha, Maritim VHF (137 – 174 MHz);172.275;Land Mobile (private);Standard;G7F;;;26;CV. ANMELL JARINGNUSA;OFF AIR (Sedang Tidak Digunakan);;NUSA TENGGARA BARAT;KOTA MATARAM;SEKARBELA;JEMPONG BARU;-8.621647;116.081383;76/Balmon.52/KP.01.06/05/2025;2025-05-14;Monitoring Bulan Mei 2025 
